Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),AF Sens 3 Volts (V),Accel Position (%),Baro Pressure (psi),Boost (psi),Calculated Load (g/rev),Clutch Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv Lrn (°),Feedback Knock (°),Fine Knock Learn (°),Fuel Economy (mpg),Fuel Pump Duty (%),Gear Position (Gear),Idle Airflow (g/s),Idle Spd Target (RPM),Idle Speed Error (RPM),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF (g/s),MAF Volts (V),Man Abs Press (psi),RPM (RPM),RPM Delta (RPM),Req Torque (Nm),SI Drive Mode (raw),TD Boost Error (psi),Target Boost Final Rel SL (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),AP Info:[AP3-SUB-003 v1.7.4.1-17436][2014 USDM Impreza WRX STI COBB Custom Features][Reflash: Mehtaab 2014 STI AP base map.ptm - Realtime: Mehtaab 2014 STI AP base map.ptm]
298.224,0.00,0.00,0.00,14.70,0.10,0.0,14.36,-10.62,0.25,off,14.55,178,1.000,10.00,0.00,0.00,103.3,33.3,0,4.58,800,226,17.00,1.90,104,4.26,1.36,3.83,977,-15,0.00,3,11.03,0.23,3.5,38,0.00,0
298.400,0.00,0.00,0.00,15.62,0.10,0.0,14.36,-10.43,0.26,off,12.14,178,1.000,10.00,0.00,0.00,116.0,33.3,0,4.71,800,456,17.00,1.69,104,4.02,1.36,4.16,882,-21,0.00,3,10.78,0.23,3.9,38,0.00,0
298.583,0.00,0.00,0.00,15.62,0.11,0.0,14.36,-10.00,0.28,off,12.12,178,1.000,10.00,0.00,0.00,106.6,33.3,0,4.61,800,88,17.00,1.94,104,4.04,1.38,4.58,907,4,0.00,3,10.34,0.23,3.5,38,0.00,0
298.754,0.00,0.00,0.00,14.47,0.13,0.0,14.36,-9.76,0.30,off,12.11,178,1.000,10.00,0.00,0.00,88.2,33.3,0,4.45,800,136,17.00,1.83,104,4.53,1.36,4.64,955,9,0.00,3,10.29,0.23,3.5,38,0.00,0
298.935,-3.12,0.00,0.00,13.09,0.16,0.0,14.36,-9.83,0.30,off,14.52,178,1.000,10.00,0.00,0.00,76.9,33.3,0,4.35,800,179,17.00,1.88,104,4.85,1.36,4.49,992,7,0.00,3,10.50,0.23,3.1,37,0.00,0
299.119,-5.47,0.00,0.00,12.52,0.19,0.0,14.36,-10.03,0.29,off,14.54,178,1.000,10.00,0.00,0.00,76.2,33.3,0,4.29,800,206,17.00,1.71,106,4.77,1.34,4.29,1002,1,0.00,3,10.63,0.23,3.1,37,0.00,0
299.292,-7.81,0.00,0.00,12.75,0.28,0.0,14.36,-10.16,0.28,off,14.56,178,1.000,10.00,0.00,0.00,80.7,33.3,0,4.25,800,197,17.00,1.69,106,4.59,1.32,4.16,988,1,0.00,3,10.76,0.23,3.1,37,0.00,0
299.468,-9.38,0.00,0.00,13.09,0.58,0.0,14.36,-10.28,0.27,off,14.58,178,1.000,10.00,0.00,0.00,84.0,33.3,0,4.21,800,183,17.00,1.65,106,4.42,1.30,4.10,964,-9,0.00,3,10.84,0.23,3.1,36,0.00,0
299.643,-10.16,0.00,0.00,13.32,0.76,0.0,14.36,-10.29,0.26,off,14.58,178,1.000,10.00,0.00,0.00,89.6,33.3,0,4.21,800,146,17.00,1.61,106,4.24,1.32,4.10,934,-7,0.00,3,10.82,0.23,3.1,35,0.00,0
299.821,-10.94,0.00,0.00,13.55,0.84,0.0,14.36,-10.27,0.27,off,14.58,178,1.000,10.00,0.00,0.00,91.7,33.3,0,4.19,800,106,17.00,1.54,106,4.13,1.32,4.16,900,-6,0.00,3,10.74,0.23,3.1,35,0.00,0
300.002,-11.72,0.00,0.00,13.78,0.87,0.0,14.36,-10.18,0.27,off,14.58,178,1.000,10.00,0.00,0.00,95.0,33.3,0,4.24,800,77,17.00,1.49,106,3.98,1.34,4.27,873,-3,0.00,3,10.65,0.23,3.1,34,0.00,0
300.174,-11.72,0.00,0.00,14.13,0.88,0.0,14.36,-10.04,0.28,off,14.56,178,1.000,10.00,0.00,0.00,95.0,33.3,0,4.32,800,46,17.00,1.42,106,4.02,1.34,4.45,830,-6,0.00,3,10.48,0.23,3.1,34,0.00,0
300.358,-12.50,0.00,0.00,14.36,0.89,0.0,14.36,-9.90,0.29,off,14.55,178,1.000,10.00,0.00,0.00,93.1,33.3,0,4.23,800,29,17.00,1.39,106,3.93,1.34,4.52,814,-7,0.00,3,10.35,0.23,3.9,33,0.00,0
300.529,-11.72,0.00,0.00,14.47,0.89,0.0,14.36,-9.78,0.30,off,14.54,178,1.000,10.00,0.00,0.00,90.6,33.3,0,5.60,800,-2,17.00,1.52,106,4.03,1.40,4.81,794,-4,0.00,3,9.99,0.23,4.7,32,0.00,0
300.703,-11.72,0.00,0.00,14.70,0.89,0.0,14.36,-9.31,0.33,off,13.34,178,1.000,10.00,0.00,0.00,82.3,33.3,0,5.47,800,-17,17.00,1.50,106,4.30,1.46,5.45,782,1,0.00,3,9.48,0.23,4.3,31,0.00,0
300.887,-10.94,0.00,0.00,15.04,0.90,0.0,14.36,-8.79,0.37,off,13.57,178,1.000,10.00,0.00,0.00,73.9,33.3,0,5.47,800,-19,17.00,1.66,106,4.74,1.40,5.76,778,-2,0.00,3,9.16,0.23,4.3,30,0.00,0
301.055,-10.16,0.00,0.00,15.39,0.90,0.0,14.36,-8.56,0.39,off,14.46,178,1.000,10.00,0.00,0.00,137.4,33.3,0,5.47,800,-9,17.00,1.70,106,5.05,1.42,5.88,816,12,0.00,3,9.05,0.23,4.3,29,0.00,0
301.236,-8.59,0.00,0.00,15.62,0.91,0.0,14.36,-8.55,0.39,off,14.47,178,1.000,10.00,0.00,0.00,64.7,33.3,0,5.47,800,44,17.00,1.83,106,5.42,1.42,5.82,853,4,0.00,3,9.13,0.23,4.3,29,0.00,0
301.411,-7.81,0.00,0.00,15.62,0.91,0.0,14.36,-8.63,0.38,off,14.49,178,1.000,10.00,0.00,0.00,59.7,33.3,0,5.47,800,87,17.00,1.93,106,5.62,1.42,5.67,906,12,0.00,3,9.26,0.23,4.3,27,0.00,0
301.595,-7.03,0.00,0.00,15.39,0.91,0.0,14.36,-8.83,0.37,off,14.52,178,1.000,10.00,0.00,0.00,55.5,33.3,0,5.47,800,117,17.00,1.98,106,5.67,1.42,5.43,929,5,0.00,3,9.49,0.23,4.3,27,0.00,0
301.764,-7.03,0.00,0.00,15.04,0.91,0.0,14.36,-9.02,0.36,off,14.55,178,1.000,10.00,0.00,0.00,54.3,33.3,0,5.47,800,143,17.00,1.82,106,5.60,1.38,5.24,950,1,0.00,3,9.68,0.23,4.3,25,0.00,0
301.945,-7.03,0.00,0.00,14.70,0.91,0.0,14.36,-9.20,0.35,off,14.58,178,1.000,10.00,0.00,0.00,51.5,33.3,0,5.47,800,152,17.00,1.84,106,5.58,1.44,5.18,950,-4,0.00,3,9.80,0.23,4.3,24,0.00,0
302.124,-7.03,0.00,0.00,14.59,0.91,0.0,14.36,-9.31,0.34,off,14.58,178,1.000,10.00,0.00,0.00,51.0,33.3,0,5.47,800,152,17.00,1.83,106,5.38,1.42,5.09,952,-0,0.00,3,9.84,0.23,4.3,24,0.00,0
302.301,-7.03,0.00,0.00,14.59,0.91,0.0,14.36,-9.32,0.34,off,14.58,178,1.000,10.00,0.00,0.00,49.4,33.3,0,5.47,800,138,17.00,1.81,106,5.31,1.40,5.09,945,3,0.00,3,9.84,0.23,4.3,22,0.00,0
302.478,-7.03,0.00,0.00,14.59,0.91,0.0,14.36,-9.31,0.34,off,14.58,178,1.000,10.00,0.00,0.00,48.9,33.3,0,5.48,800,120,17.00,1.74,106,5.25,1.38,5.14,909,-6,0.00,3,9.79,0.23,4.3,22,0.00,0
302.658,-7.03,0.00,0.00,14.59,0.91,0.0,14.36,-9.23,0.34,off,14.58,178,1.000,10.00,0.00,0.00,47.3,33.3,0,5.47,800,106,17.00,1.74,106,5.16,1.44,5.20,890,-8,0.00,3,9.70,0.23,4.3,21,0.00,0
302.834,-6.25,0.00,0.00,14.70,0.91,0.0,14.36,-9.14,0.35,off,14.56,178,1.000,10.00,0.00,0.00,47.0,33.3,0,5.49,800,70,17.00,1.66,106,5.16,1.42,5.30,871,-0,0.00,3,9.57,0.23,4.3,21,0.00,0
303.003,-6.25,0.00,0.00,14.70,0.91,0.0,14.36,-9.04,0.36,off,14.56,178,1.000,10.00,0.00,0.00,45.2,33.3,0,5.47,800,70,17.00,1.85,106,5.12,1.40,5.43,869,-2,0.00,3,9.49,0.23,4.3,20,0.00,0
303.182,-6.25,0.00,0.00,14.81,0.91,0.0,14.36,-8.93,0.36,off,14.56,178,1.000,10.00,0.00,0.00,43.0,33.3,0,5.47,800,73,17.00,1.87,106,5.27,1.40,5.49,875,3,0.00,3,9.43,0.23,4.3,20,0.00,0
303.360,-6.25,0.00,0.00,14.81,0.90,0.0,14.36,-8.90,0.37,off,14.55,178,1.000,10.00,0.00,0.00,43.0,33.3,0,5.47,800,69,17.00,1.85,106,5.32,1.40,5.49,867,-2,0.00,3,9.39,0.23,4.3,19,0.00,0
303.541,-5.47,0.00,0.00,14.70,0.90,0.0,14.36,-8.86,0.37,off,14.56,178,1.000,10.00,0.00,0.00,40.9,33.3,0,5.47,800,63,17.00,1.82,106,5.36,1.42,5.55,854,-6,0.00,3,9.38,0.23,4.3,19,0.00,0
303.713,-5.47,0.00,0.00,14.70,0.90,0.0,14.36,-8.84,0.38,off,14.56,178,1.000,10.00,0.00,0.00,41.4,33.3,0,5.58,800,83,17.00,1.72,106,5.21,1.40,5.59,808,-10,0.00,3,9.33,0.23,4.3,19,0.00,0
303.895,-5.47,0.00,0.00,14.59,0.90,0.0,14.36,-8.75,0.38,off,14.56,178,1.000,10.00,0.00,0.00,42.1,33.3,0,5.59,800,1,17.00,1.69,106,5.05,1.40,5.72,791,-3,0.00,3,9.21,0.23,4.3,18,0.00,0
304.073,-5.47,0.00,0.00,14.59,0.90,0.0,14.36,-8.62,0.39,off,14.54,178,1.000,10.00,0.00,0.00,40.2,33.3,0,5.56,800,-20,17.00,1.68,106,5.03,1.44,5.92,786,-1,0.00,3,9.02,0.23,4.7,18,0.00,0
304.247,-5.47,0.00,0.00,14.59,0.90,0.0,14.36,-8.43,0.40,off,14.53,178,1.000,10.00,0.00,0.00,38.6,33.3,0,5.54,800,-8,17.00,1.70,106,5.21,1.40,5.99,796,2,0.00,3,8.92,0.23,4.3,18,0.00,0
304.428,-5.47,0.00,0.00,14.59,0.90,0.0,14.36,-8.40,0.40,off,14.54,178,1.000,10.00,0.00,0.00,35.3,33.3,0,5.54,800,23,17.00,1.96,106,5.41,1.40,5.98,837,8,0.00,3,8.96,0.23,4.3,17,0.00,0
304.600,-5.47,0.00,0.00,14.70,0.90,0.0,14.36,-8.50,0.40,off,14.55,178,1.000,10.00,0.00,0.00,35.0,33.3,0,5.54,800,50,17.00,1.84,106,5.62,1.38,5.86,862,4,0.00,3,9.08,0.23,4.3,17,0.00,0
304.774,-5.47,0.00,0.00,14.59,0.90,0.0,14.36,-8.62,0.39,off,14.56,176,1.000,10.00,0.00,0.00,34.6,33.3,0,5.56,800,81,17.00,1.90,106,5.68,1.42,5.70,889,5,0.00,3,9.22,0.23,4.3,17,0.00,0
304.950,-5.47,0.00,0.00,14.59,0.90,0.0,14.36,-8.74,0.38,off,14.58,176,1.000,10.00,0.00,0.00,33.9,33.3,0,5.54,800,89,17.00,1.89,106,5.63,1.40,5.63,888,3,0.00,3,9.33,0.23,4.3,17,0.00,0
305.131,-6.25,0.00,0.00,14.47,0.90,0.0,14.36,-8.81,0.37,off,14.58,176,1.000,10.00,0.00,0.00,34.1,33.3,0,5.52,800,93,17.00,1.91,106,5.57,1.40,5.55,887,-3,0.00,3,9.39,0.23,4.3,17,0.00,0
305.304,-6.25,0.00,0.00,14.36,0.90,0.0,14.36,-8.87,0.37,off,14.59,176,1.000,10.00,0.00,0.00,33.9,33.3,0,5.47,800,87,17.00,1.89,106,5.46,1.42,5.53,888,1,0.00,3,9.40,0.23,4.3,17,0.00,0
305.487,-6.25,0.00,0.00,14.24,0.90,0.0,14.36,-8.87,0.37,off,14.59,176,1.000,10.00,0.00,0.00,33.2,33.3,0,5.47,800,72,17.00,1.83,106,5.42,1.38,5.55,860,-6,0.00,3,9.38,0.23,4.3,16,0.00,0
305.662,-7.03,0.00,0.00,14.24,0.90,0.0,14.36,-8.85,0.37,off,14.58,176,1.000,10.00,0.00,0.00,34.3,33.3,0,5.48,800,51,17.00,1.81,106,5.32,1.38,5.55,848,-2,0.00,3,9.38,0.23,4.3,16,0.00,0
305.835,-7.03,0.00,0.00,14.36,0.90,0.0,14.36,-8.83,0.37,off,14.58,176,1.000,10.00,0.00,0.00,35.5,33.3,0,5.49,800,21,17.00,1.73,106,5.17,1.40,5.63,810,-7,0.00,3,9.28,0.23,4.3,16,0.00,0
306.013,-7.03,0.00,0.00,14.36,0.90,0.0,14.36,-8.73,0.38,off,14.58,176,1.000,10.00,0.00,0.00,33.9,33.3,0,5.47,800,8,17.00,1.71,106,5.11,1.42,5.72,802,-1,0.00,3,9.21,0.23,4.3,16,0.00,0
306.195,-7.03,0.00,0.00,14.47,0.90,0.0,14.36,-8.63,0.38,off,14.57,176,1.000,10.00,0.00,0.00,34.1,33.3,0,5.47,800,-0,17.00,1.72,106,5.11,1.42,5.80,808,-3,0.00,3,9.13,0.23,4.3,16,0.00,0
306.375,-7.03,0.00,0.00,14.59,0.90,0.0,14.36,-8.57,0.39,off,14.56,176,1.000,10.00,0.00,0.00,33.6,33.3,0,5.47,800,4,17.00,1.71,106,5.20,1.40,5.84,804,-0,0.00,3,9.09,0.23,4.3,15,0.00,0
306.551,-7.03,0.00,0.00,14.70,0.89,0.0,14.36,-8.56,0.39,off,14.56,176,1.000,10.00,0.00,0.00,31.8,33.3,0,5.47,800,22,17.00,1.78,106,5.28,1.36,5.82,834,7,0.00,3,9.13,0.23,4.3,15,0.00,0
306.720,-7.03,0.00,0.00,14.70,0.90,0.0,14.36,-8.61,0.39,off,14.57,176,1.000,10.00,0.00,0.00,31.3,33.3,0,5.49,800,44,17.00,1.80,106,5.39,1.38,5.76,843,1,0.00,3,9.17,0.23,4.3,15,0.00,0
306.902,-7.03,0.00,0.00,14.70,0.89,0.0,14.36,-8.68,0.38,off,14.58,176,1.000,10.00,0.00,0.00,29.6,33.3,0,5.47,800,56,17.00,1.86,106,5.46,1.40,5.69,870,7,0.00,3,9.25,0.23,4.3,14,0.00,0
307.076,-7.03,0.00,0.00,14.70,0.89,0.0,14.36,-8.77,0.38,off,14.58,176,1.000,10.00,0.00,0.00,30.1,33.3,0,5.47,800,68,17.00,1.85,106,5.46,1.40,5.59,866,-2,0.00,3,9.33,0.23,4.3,14,0.00,0
307.269,-7.03,0.00,0.00,14.59,0.89,0.0,14.36,-8.84,0.37,off,14.59,176,1.000,10.00,0.00,0.00,28.5,33.3,0,5.47,800,78,17.00,1.89,106,5.42,1.40,5.55,884,-1,0.00,3,9.40,0.23,4.3,14,0.00,0
307.432,-7.03,0.00,0.00,14.47,0.89,0.0,14.36,-8.89,0.37,off,14.59,176,1.000,10.00,0.00,0.00,28.5,33.3,0,5.47,800,76,17.00,1.86,106,5.40,1.42,5.49,870,-0,0.00,3,9.43,0.23,4.3,14,0.00,0
307.609,-7.03,0.00,0.00,14.47,0.89,0.0,14.36,-8.90,0.36,off,14.59,176,1.000,10.00,0.00,0.00,27.8,33.3,0,5.48,800,65,17.00,1.85,106,5.29,1.42,5.49,856,-4,0.00,3,9.43,0.23,4.3,13,0.00,0
307.784,-7.03,0.00,0.00,14.47,0.89,0.0,14.36,-8.90,0.37,off,14.59,176,1.000,10.00,0.00,0.00,28.0,33.3,0,5.47,800,63,17.00,1.82,106,5.25,1.42,5.53,862,1,0.00,3,9.39,0.23,4.3,13,0.00,0
307.973,-7.03,0.00,0.00,14.47,0.89,0.0,14.36,-8.85,0.37,off,14.59,176,1.000,10.00,0.00,0.00,26.3,33.3,0,5.47,800,54,17.00,1.84,106,5.27,1.42,5.55,854,-2,0.00,3,9.38,0.23,4.3,12,0.00,0
308.142,-7.03,0.00,0.00,14.47,0.89,0.0,14.36,-8.85,0.37,off,14.58,176,1.000,10.00,0.00,0.00,25.2,33.3,0,5.47,800,54,17.00,1.81,106,5.28,1.42,5.55,856,1,0.00,3,9.38,0.23,4.3,12,0.00,0
308.315,-7.03,0.00,0.00,14.59,0.89,0.0,14.36,-8.85,0.37,off,14.58,176,1.000,10.00,0.00,0.00,24.2,33.3,0,5.47,800,48,17.00,1.81,106,5.24,1.40,5.57,838,-5,0.00,3,9.36,0.23,4.3,11,0.00,0
308.492,-7.03,0.00,0.00,14.59,0.89,0.0,14.36,-8.80,0.37,off,14.58,176,1.000,10.00,0.00,0.00,22.8,33.3,0,5.47,800,42,17.00,1.78,106,5.25,1.42,5.59,843,2,0.00,3,9.33,0.23,4.3,11,0.00,0
308.669,-7.03,0.00,0.00,14.59,0.89,0.0,14.36,-8.80,0.38,off,14.58,176,1.000,10.00,0.00,0.00,21.6,33.3,0,5.47,800,32,17.00,1.78,106,5.22,1.42,5.63,827,-4,0.00,3,9.28,0.23,4.3,10,0.00,0
308.845,-7.03,0.00,0.00,14.70,0.89,0.0,14.36,-8.75,0.38,off,14.58,176,1.000,10.00,0.00,0.00,21.6,33.3,0,5.47,800,30,17.00,1.76,106,5.19,1.42,5.65,827,3,0.00,3,9.28,0.23,4.3,9,0.00,0
309.021,-7.03,0.00,0.00,14.70,0.89,0.0,14.36,-8.75,0.38,off,14.58,176,1.000,10.00,0.00,0.00,20.2,33.3,0,5.47,800,35,17.00,1.79,106,5.25,1.40,5.69,840,-0,0.00,3,9.25,0.23,4.3,9,0.00,0
309.198,-7.03,0.00,0.00,14.81,0.89,0.0,14.36,-8.75,0.38,off,14.58,176,1.000,10.00,0.00,0.00,19.1,33.3,0,5.47,800,34,17.00,1.77,106,5.28,1.40,5.67,829,3,0.00,3,9.26,0.23,4.3,9,0.00,0
309.390,-6.25,0.00,0.00,14.70,0.89,0.0,14.36,-8.75,0.37,off,14.58,176,1.000,10.00,0.00,0.00,17.6,33.3,0,5.47,800,32,15.00,1.78,106,5.25,1.40,5.67,834,1,0.00,3,9.27,0.23,4.3,8,0.00,0
309.552,-6.25,0.00,0.00,14.70,0.89,0.0,14.36,-8.70,0.38,off,14.58,176,1.000,10.00,0.00,0.00,17.6,33.3,0,5.47,800,21,15.50,1.74,106,5.21,1.38,5.70,818,-2,0.00,3,9.23,0.23,4.3,7,0.00,0
309.729,-6.25,0.00,0.00,14.70,0.89,0.0,14.36,-8.70,0.38,off,14.58,176,1.000,10.00,0.00,0.00,16.2,33.3,0,5.47,800,21,15.50,1.77,106,5.25,1.40,5.70,828,3,0.00,3,9.23,0.23,4.3,7,0.00,0
309.920,-6.25,0.00,0.00,14.70,0.89,0.0,14.36,-8.69,0.39,off,14.58,178,1.000,10.00,0.00,0.00,14.8,33.3,0,5.47,800,28,15.00,1.76,106,5.27,1.40,5.70,825,-3,0.00,3,9.23,0.23,4.3,7,0.00,0
310.089,-6.25,0.00,0.00,14.70,0.89,0.0,14.36,-8.70,0.38,off,14.58,178,1.000,10.00,0.00,0.00,13.4,33.3,0,5.47,800,33,15.00,1.77,106,5.25,1.40,5.70,830,1,0.00,3,9.23,0.23,4.3,6,0.00,0
310.268,-6.25,0.00,0.00,14.70,0.89,0.0,14.36,-8.70,0.38,off,14.58,178,1.000,10.00,0.00,0.00,13.4,33.3,0,5.47,800,32,15.00,1.79,106,5.25,1.40,5.70,842,3,0.00,3,9.23,0.23,4.3,6,0.00,0
310.441,-6.25,0.00,0.00,14.70,0.89,0.0,14.36,-8.70,0.37,off,14.58,178,1.000,10.00,0.00,0.00,11.8,33.3,0,5.47,800,61,13.50,1.83,106,5.38,1.40,5.65,875,8,0.00,3,9.28,0.23,4.3,6,0.00,0
310.620,-6.25,0.00,0.00,14.59,0.89,0.0,14.36,-8.80,0.37,off,14.58,178,1.000,10.00,0.00,0.00,10.1,33.3,0,5.47,800,82,13.00,1.89,106,5.49,1.40,5.57,885,-0,0.00,3,9.36,0.23,4.3,5,0.00,0
310.791,-6.25,0.00,0.00,14.59,0.89,0.0,14.36,-8.85,0.37,off,14.59,178,1.000,10.00,0.00,0.00,8.9,33.3,0,5.47,800,92,13.00,1.91,106,5.50,1.40,5.51,894,3,0.00,3,9.42,0.23,4.3,4,0.00,0
310.973,-6.25,0.00,0.00,14.47,0.89,0.0,14.36,-8.90,0.37,off,14.59,178,1.000,10.00,0.00,0.00,7.8,33.3,0,5.47,800,95,13.00,1.90,106,5.45,1.42,5.49,892,3,0.00,3,9.45,0.23,4.3,4,0.00,0
311.154,-6.25,0.00,0.00,14.47,0.89,0.0,14.36,-8.94,0.36,off,14.59,178,1.000,10.00,0.00,0.00,6.4,33.3,0,5.47,800,99,12.50,1.90,106,5.42,1.42,5.45,888,-6,0.00,3,9.49,0.23,4.3,3,0.00,0
311.325,-6.25,0.00,0.00,14.36,0.89,0.0,14.36,-8.96,0.36,off,14.59,178,1.000,10.00,0.00,0.00,6.4,33.3,0,5.47,800,91,15.50,1.91,106,5.37,1.40,5.45,896,2,0.00,3,9.48,0.23,4.3,2,0.00,0
311.505,-7.03,0.00,0.00,14.36,0.88,0.0,14.36,-8.96,0.36,off,14.59,178,1.000,10.00,0.00,0.00,5.2,33.3,0,5.57,800,84,15.00,1.89,106,5.38,1.40,5.45,885,4,0.00,3,9.48,0.23,4.3,2,0.00,0
311.682,-7.03,0.00,0.00,14.36,0.88,0.0,14.36,-8.95,0.36,off,14.59,178,1.000,10.00,0.00,0.00,3.8,33.3,0,5.54,800,87,15.50,1.91,106,5.38,1.44,5.45,886,-2,0.00,3,9.48,0.23,4.3,2,0.00,0
311.853,-7.03,0.00,0.00,14.36,0.88,0.0,14.36,-8.95,0.36,off,14.59,178,1.000,10.00,0.00,0.00,2.6,33.3,0,5.52,800,89,16.00,1.91,106,5.37,1.44,5.45,895,3,0.00,3,9.45,0.23,4.3,1,0.00,0
312.034,-7.03,0.00,0.00,14.47,0.88,0.0,14.36,-8.90,0.37,off,14.59,178,1.000,10.00,0.00,0.00,2.6,33.3,0,5.50,800,90,14.50,1.89,106,5.41,1.38,5.49,884,-3,0.00,3,9.44,0.23,4.3,0,0.00,0
312.215,-7.03,0.00,0.00,14.59,0.88,0.0,14.36,-8.90,0.36,off,14.58,178,1.000,10.00,0.00,0.00,0.0,33.3,0,5.46,800,95,15.00,1.92,106,5.43,1.42,5.49,898,-2,0.00,3,9.44,0.23,4.3,0,0.00,0
312.390,-7.03,0.00,0.00,14.59,0.88,0.0,14.36,-8.92,0.37,off,14.58,178,1.000,10.00,0.00,0.00,0.0,33.3,0,5.42,800,106,13.50,1.92,106,5.45,1.42,5.41,909,3,0.00,3,9.51,0.23,4.3,0,0.00,0
312.564,-7.03,0.00,0.00,14.59,0.88,0.0,14.36,-9.00,0.36,off,14.59,178,1.000,10.00,0.00,0.00,0.0,33.3,0,3.85,800,94,14.00,1.89,106,5.42,1.36,5.39,886,-5,0.00,3,9.56,0.23,3.1,0,0.00,0
312.740,-7.03,0.00,0.00,14.59,0.88,0.0,14.36,-9.19,0.35,off,14.61,178,1.000,10.00,0.00,0.00,0.0,33.3,0,3.93,800,73,4.00,1.50,106,5.27,1.26,5.01,876,-1,0.00,3,9.93,0.23,2.7,0,0.00,0
312.916,-7.03,0.00,0.00,14.47,0.88,0.0,14.36,-9.55,0.32,off,14.63,178,1.000,10.00,0.00,0.00,0.0,33.3,0,4.12,800,56,4.00,1.59,106,4.67,1.28,4.78,827,-12,0.00,3,10.17,0.23,3.1,0,0.00,0
313.093,-7.81,0.00,0.00,14.24,0.88,0.0,14.36,-9.65,0.30,off,14.64,178,1.000,10.00,0.00,0.00,0.0,33.3,0,4.21,800,66,18.50,1.68,106,4.34,1.34,4.76,877,5,0.00,3,10.18,0.23,3.1,0,0.00,0
313.273,-8.59,0.00,0.00,14.13,0.88,0.0,14.36,-9.65,0.31,off,14.63,178,1.000,10.00,0.00,0.00,0.0,33.3,0,4.16,800,70,15.00,1.49,106,4.44,1.34,4.72,873,6,0.00,3,10.22,0.23,3.1,0,0.00,0
313.447,-9.38,0.00,0.00,14.13,0.88,0.0,14.36,-9.70,0.31,off,14.63,178,1.000,10.00,0.00,0.00,0.0,33.3,0,4.14,800,76,14.50,1.50,106,4.52,1.36,4.68,878,-4,0.00,3,10.25,0.23,3.1,0,0.00,0
313.630,-9.38,0.00,0.00,14.13,0.88,0.0,14.36,-9.74,0.30,off,14.63,178,1.000,10.00,0.00,0.00,0.0,33.3,0,4.12,800,74,14.50,1.50,108,4.42,1.34,4.66,888,5,0.00,3,10.28,0.23,3.1,0,0.00,0
313.808,-10.16,0.00,0.00,14.13,0.88,0.0,14.36,-9.76,0.30,off,14.63,178,1.000,10.00,0.00,0.00,0.0,33.3,0,4.08,800,79,14.00,1.48,108,4.44,1.28,4.60,867,-5,0.00,3,10.33,0.23,3.1,0,0.00,0
313.981,-10.16,0.00,0.00,14.24,0.89,0.0,14.36,-9.81,0.29,off,14.63,178,1.000,10.00,0.00,0.00,0.0,33.3,0,4.08,800,69,17.00,1.50,108,4.31,1.28,4.58,877,5,0.00,3,10.35,0.23,3.1,0,0.00,0
314.154,-10.94,0.00,0.00,14.24,0.89,0.0,14.36,-9.85,0.30,off,14.63,178,1.000,10.00,0.00,0.00,0.0,33.3,0,4.06,800,68,16.00,1.47,108,4.27,1.30,4.54,862,-3,0.00,3,10.38,0.23,3.1,0,0.00,0
314.338,-10.94,0.00,0.00,14.24,0.89,0.0,14.36,-9.86,0.29,off,14.62,178,1.000,10.00,0.00,0.00,0.0,33.3,0,4.02,800,58,17.50,1.46,108,4.22,1.32,4.52,854,0,0.00,3,10.40,0.23,3.1,0,0.00,0
314.517,-10.94,0.00,0.00,14.24,0.89,0.0,14.36,-9.86,0.29,off,14.62,178,1.000,10.00,0.00,0.00,0.0,33.3,0,4.01,800,36,18.50,1.42,108,4.12,1.30,4.52,832,-4,0.00,3,10.40,0.23,3.1,0,0.00,0
314.692,-11.72,0.00,0.00,14.36,0.89,0.0,14.36,-9.85,0.29,off,14.62,178,1.000,10.00,0.00,0.00,0.0,33.3,0,4.00,800,37,18.50,1.43,108,4.06,1.28,4.56,836,1,0.00,3,10.38,0.23,3.1,0,0.00,0
314.868,-11.72,0.00,0.00,14.36,0.89,0.0,14.36,-9.85,0.30,off,14.61,178,1.000,10.00,0.00,0.00,0.0,33.3,0,3.98,800,21,19.00,1.40,108,4.00,1.30,4.56,819,-2,0.00,3,10.38,0.23,3.1,0,0.00,0
315.042,-11.72,0.00,0.00,14.47,0.89,0.0,14.36,-9.85,0.29,off,14.61,178,1.000,10.00,0.00,0.00,0.0,33.3,0,3.97,800,30,19.50,1.36,108,3.96,1.30,4.56,809,3,0.00,3,10.36,0.23,3.1,0,0.00,0
315.223,-11.72,0.00,0.00,14.47,0.89,0.0,14.36,-9.82,0.30,off,14.61,178,1.000,10.00,0.00,0.00,0.0,33.3,0,3.97,800,-0,15.50,1.35,108,3.93,1.32,4.60,790,-2,0.00,3,10.33,0.23,3.1,0,0.00,0
315.396,-11.72,0.00,0.00,14.59,0.89,0.0,14.36,-9.76,0.30,off,14.61,178,1.000,10.00,0.00,0.00,0.0,33.3,0,3.98,800,-21,17.00,1.32,108,3.87,1.30,4.66,771,-5,0.00,3,10.27,0.23,3.1,0,0.00,0
